ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
1561723_at	32.61795	A	0.5
1561731_at	37.6833	M	0.0561523
1561732_at	82.68024	A	0.366211
1561733_at	6.472702	A	0.991943
1561737_at	25.31986	A	0.5
1561738_at	33.45622	A	0.27417
1561739_at	17.27209	A	0.5
1561740_at	14.46029	A	0.4658203
1561741_at	9.793057	A	0.828613
1561749_at	134.3715	A	0.219482
1561754_at	55.84583	P	0.0141602
1561756_at	16.85438	A	0.828613
1561757_a_at	94.77608	A	0.19458
1561759_at	319.8102	P	0.000732422
1561760_s_at	277.4825	P	0.00292969
1561761_x_at	302.4046	P	0.0141602
1561762_s_at	234.7347	P	0.0461426
1561763_at	98.02734	A	0.0952148
1561765_at	30.54703	A	0.219482
1561767_at	61.68536	A	0.3571777
1561770_at	22.13773	A	0.633789
1561775_at	2.297021	A	0.919434
1561776_at	6.600953	A	0.932373
1561777_at	87.30545	A	0.303711
1561778_at	103.0548	A	0.171387
1561780_at	78.62614	A	0.111572
1561785_at	110.0272	P	0.0185547
1561786_at	3.429469	A	0.962402
1561789_at	1.861778	A	0.633789
1561795_at	57.60917	A	0.665527
1561806_at	23.27968	A	0.533936
1561813_at	98.73844	A	0.129639
1561817_at	8.120474	A	0.633789
1561820_at	118.4551	A	0.129639
1561828_at	40.72681	A	0.5
1561829_at	20.21842	A	0.432373
1561834_a_at	16.32339	A	0.601074
1561844_at	14.8111	A	0.665527
1561846_s_at	5.733999	A	0.943848
1561847_at	173.6153	A	0.149658
1561849_at	47.45045	A	0.366211
1561850_at	179.4764	A	0.0952148
1561854_at	3.111755	A	0.962402
1561855_x_at	3.507922	A	0.962402
1561856_at	49.19275	A	0.219482
1561857_at	21.93859	A	0.432373
1561860_at	8.069753	A	0.72583
1561861_a_at	24.57501	A	0.601074
1561863_a_at	38.917	P	0.0239258
1561864_at	26.09259	A	0.398926
1561867_at	40.43004	A	0.5
1561868_at	55.17035	A	0.246094
1561870_at	2.706872	A	0.943848
1561871_at	173.8771	A	0.0805664
1561872_at	16.20227	A	0.6254883
1561877_at	8.707056	A	0.633789
1561879_at	56.08294	A	0.303711
1561880_a_at	29.35473	A	0.601074
1561881_at	4.733395	A	0.888428
1561882_at	6.509161	A	0.567627
1561883_at	231.022	P	0.00195313
1561884_at	68.32069	A	0.334473
1561886_a_at	53.25234	A	0.533936
1561887_at	87.13024	A	0.149658
1561889_at	82.20346	A	0.334473
1561890_at	13.58092	A	0.466064
1561891_at	16.02195	A	0.953857
1561892_at	70.64262	A	0.334473
1561893_at	126.2645	A	0.2670898
1561894_at	151.0981	P	0.04394531
1561895_at	2.143617	A	0.870361
1561896_at	128.6852	P	0.02368164
1561897_at	177.7418	P	0.0375977
1561899_at	65.61591	A	0.432373
1561902_at	11.45528	A	0.5
1567107_s_at	892.7456	P	0.0107422
1561905_at	137.3571	P	0.0461426
1561906_at	68.93213	A	0.366211
1561908_a_at	187.0023	M	0.0561523
1561909_at	36.98465	A	0.171387
1561910_at	24.47739	A	0.753906
1561911_at	2.894713	A	0.991943
1561912_at	34.16837	A	0.366211
1561914_at	9.073635	A	0.888428
1561915_at	152.252	P	0.000244141
1561916_at	75.60094	A	0.111572
1561917_at	34.15696	A	0.466064
1561918_at	92.59808	A	0.19458
1561919_at	104.7478	A	0.303711
1561923_a_at	28.75694	A	0.601074
1561924_at	104.7309	M	0.0561523
1561926_at	28.61588	A	0.246094
1561927_at	5.918952	A	0.888428
1561928_s_at	15.87654	A	0.80542
1561937_x_at	408.19	P	0.0141602
1561938_at	153.0356	A	0.366211
1561939_at	3.94196	A	0.850342
1561940_at	48.45394	A	0.432373
1563629_a_at	614.2988	P	0.00195313
1561942_x_at	220.9111	P	0.0375977
1561944_at	132.4188	A	0.466064
1561948_at	22.6418	A	0.696289
1561951_at	67.21841	A	0.27417
1561953_at	6.662589	A	0.80542
1561956_at	36.68582	A	0.4238281
1561959_x_at	2.824752	A	0.850342
1561960_at	49.90625	A	0.633789
1561961_at	7.524002	A	0.80542
1561962_at	43.92466	A	0.533936
1561963_at	35.69571	A	0.466064
1561964_at	76.03419	A	0.398926
1561965_at	139.902	P	0.00585938
1561966_at	78.04984	P	0.0461426
1561967_at	196.0706	A	0.19458
1561969_at	17.67497	A	0.390625
1561973_at	138.5972	P	0.0185547
1561976_at	253.9946	A	0.0952148
1561978_at	15.17253	A	0.943848
1561979_at	6.401136	A	0.828613
1569887_a_at	100.6287	A	0.067627
1561983_at	59.70741	A	0.149658
1561984_at	8.791057	A	0.780518
1561985_at	40.74836	A	0.149658
1561988_at	19.55562	A	0.592041
1561989_at	243.5515	M	0.0561523
1561990_at	61.21495	A	0.171387
1561995_at	13.69292	A	0.888428
1561997_at	58.55592	A	0.334473
1561998_at	12.49541	A	0.753906
1562000_at	4.464665	A	0.953857
1562002_at	269.6704	A	0.466064
1562004_x_at	82.07307	A	0.398926
1562005_at	19.1635	A	0.72583
1562006_at	38.67314	A	0.5761719
1562007_at	92.58633	A	0.27417
1562009_a_at	61.32037	A	0.27417
1562010_x_at	70.17346	A	0.27417
1562011_at	5.007531	A	0.969727
1562012_at	67.84395	A	0.246094
1562013_a_at	53.47327	A	0.398926
1562016_at	79.40779	A	0.533936
1562017_at	57.30006	A	0.19458
1562019_at	121.6061	P	0.00195313
1562020_s_at	16.7957	A	0.72583
1562022_s_at	416.825	A	0.219482
1562023_at	14.05385	A	0.696289
1562026_at	87.79504	A	0.850342
1562028_at	68.77406	A	0.171387
1562029_at	8.993893	A	0.753906
1562030_at	29.04713	A	0.5
1562031_at	412.5843	P	0.00195313
1562032_at	43.26288	A	0.567627
1562033_at	120.2786	M	0.0561523
1562034_at	14.73243	A	0.665527
1562035_at	50.56401	A	0.366211
1562036_at	39.0355	A	0.19458
1562038_at	31.38243	A	0.780518
1562044_at	84.11597	A	0.27417
1562045_at	53.7134	A	0.432373
1562046_at	34.34609	A	0.533936
1562048_at	61.77352	A	0.398926
1562049_at	14.17849	A	0.850342
1562051_at	47.79821	A	0.398926
1562052_at	20.45572	A	0.303711
1562053_at	59.38234	P	0.0375977
1562054_at	3.730032	A	0.904785
1562055_at	86.77884	A	0.27417
1562056_at	472.3251	P	0.00195313
1562057_at	12.7206	A	0.870361
1562058_at	82.06068	A	0.334473
1562059_at	10.90744	A	0.72583
1562062_at	350.2897	A	0.129639
1562063_x_at	502.1059	A	0.067627
1562065_at	45.45127	A	0.1657715
1562066_at	6.301941	A	0.567627
1562067_at	7.209156	A	0.601074
1562068_at	73.52857	A	0.067627
1562069_at	31.22205	A	0.398926
1562071_at	5.422453	A	0.80542
1562073_at	76.11096	A	0.0805664
1562074_a_at	115.2542	A	0.09472656
1562076_at	34.06179	A	0.19458
1562078_at	5.075696	A	0.904785
1562079_at	2.721062	A	0.904785
1562080_at	1.294633	A	0.8654785
1562081_a_at	348.6701	A	0.219482
1562082_at	5.671623	A	0.828613
1562083_at	18.41159	A	0.466064
1562084_at	135.6219	P	0.0302734
1562086_at	43.62793	A	0.27417
1562089_at	12.99986	A	0.696289
1562091_at	157.5498	P	0.0461426
1562093_at	15.4028	A	0.850342
1562094_at	48.65142	A	0.1657715
1562095_at	53.18646	A	0.0805664
1562098_at	69.24519	A	0.432373
1562099_at	37.01792	A	0.601074
1562100_at	11.53389	A	0.72583
1562102_at	16.84056	A	0.4226074
1562103_at	46.52137	A	0.0805664
1562106_at	72.84647	A	0.067627
1562107_at	42.94441	P	0.0375977
1562110_at	67.29829	P	0.02905273
1562111_at	36.10517	A	0.171387
1562112_at	69.10276	A	0.5253906
1562116_at	37.80539	A	0.633789
1562121_at	24.37757	A	0.753906
1562122_at	24.79856	A	0.5
1562130_at	130.1443	A	0.0805664
1562133_x_at	3.446486	A	0.932373
1562137_at	8.877078	A	0.633789
1562139_a_at	9.26569	A	0.72583
1562142_at	71.42197	A	0.27417
1562144_at	106.447	A	0.398926
1562145_at	52.84912	A	0.533936
1562152_at	2.371252	A	0.989258
1562153_a_at	8.183993	A	0.969727
1562157_at	19.13641	A	0.72583
1562158_at	58.31477	A	0.334473
1562161_at	60.8423	A	0.149658
1562162_at	223.2985	P	0.0141602
1562163_at	14.97117	A	0.753906
1562165_at	9.689939	A	0.72583
1562166_at	22.07108	A	0.5
1562167_a_at	5.347106	A	0.72583
1562168_at	73.46028	A	0.27417
1562169_at	22.66036	A	0.7182617
1562173_a_at	17.33457	A	0.466064
1562187_at	9.509893	A	0.919434
1562189_at	10.65261	A	0.633789
1562190_at	13.99378	A	0.932373
1562193_at	7.579888	A	0.991943
1562194_at	77.61294	A	0.5
1562201_x_at	0.2050172	A	0.9846191
1562208_a_at	168.476	A	0.432373
1562209_at	95.28232	P	0.0375977
1562214_at	48.61979	A	0.0952148
1562215_at	3.723836	A	0.665527
1562216_at	40.5614	A	0.665527
1562217_at	21.53178	A	0.533936
1562219_at	92.16021	A	0.19458
1562220_at	139.2675	A	0.27417
1562222_at	138.267	P	0.0302734
1562223_at	1.799908	A	0.98584
1562226_at	7.329988	A	0.904785
1562227_at	134.9882	A	0.067627
1562228_s_at	183.0002	A	0.129639
1562229_at	20.82499	A	0.80542
1562230_at	34.4919	A	0.0952148
1562231_at	20.76216	A	0.72583
1562232_at	28.76539	A	0.80542
1562234_a_at	4.460505	A	0.828613
1562235_s_at	33.13345	A	0.432373
1562236_at	102.4073	P	0.000244141
1562238_at	89.6355	A	0.0805664
1562239_at	70.01987	A	0.567627
1562240_at	6.960545	A	0.828613
1562244_at	94.17126	A	0.0805664
1562245_a_at	2.155163	A	0.665527
1562247_at	152.1207	A	0.19458
1562249_at	3.153591	A	0.633789
1562250_at	102.9357	P	0.03564453
1562251_a_at	47.18871	A	0.303711
1562253_at	50.65789	A	0.303711
1562254_at	111.5893	A	0.27417
1562255_at	62.66206	A	0.171387
1562256_at	351.234	A	0.067627
1562257_x_at	244.0702	P	0.0302734
1562259_at	278.0822	P	0.000244141
1562260_at	5.244872	A	0.696289
1562261_at	19.28853	A	0.981445
1562263_at	149.0197	A	0.219482
1562264_at	22.35761	A	0.888428
1562265_at	255.2835	A	0.432373
1562267_s_at	329.52	P	0.0107422
1562269_at	6.943318	A	0.953857
1562270_at	56.15096	A	0.0805664
1562271_x_at	195.7417	P	0.00415039
1562272_at	31.91767	A	0.567627
1562273_at	92.87457	A	0.0805664
1562274_at	41.86786	A	0.5
1562275_at	27.58481	A	0.303711
1562276_at	13.85127	A	0.5244141
1562278_at	80.52975	A	0.171387
1562280_at	56.44678	P	0.0461426
1562281_at	83.08959	A	0.0952148
1562282_at	44.10379	A	0.2133789
1562283_at	54.0741	A	0.246094
1562286_at	2.453961	A	0.98584
1562287_at	90.41103	A	0.111572
1562288_at	6.710343	A	0.904785
1562289_at	125.4087	P	0.000244141
1562290_at	18.95025	A	0.5
1562292_at	32.79118	A	0.633789
1562294_x_at	3.333493	A	0.559082
1562295_at	26.44031	A	0.5
1562296_at	19.74984	A	0.633789
1562297_at	2.920859	A	0.904785
1562299_at	17.69439	A	0.780518
1562300_at	94.43014	A	0.2668457
1562301_at	0.4544425	A	0.870361
1562303_at	41.33038	A	0.334473
1562305_x_at	84.44569	A	0.111572
1562306_at	31.74201	A	0.149658
1562307_at	46.72649	A	0.111572
1562308_at	58.60571	A	0.533936
1562310_at	7.469016	A	0.5
1562311_at	26.47998	A	0.366211
1562313_at	4.004595	A	0.533936
1562314_at	145.5983	A	0.067627
1562316_at	95.93204	A	0.432373
1562317_at	34.68443	A	0.567627
1562319_at	104.7788	A	0.366211
1562320_at	14.63247	A	0.780518
1562321_at	18.13532	A	0.432373
1562323_at	213.9448	A	0.19458
1562324_a_at	22.05368	A	0.601074
1562326_at	3.878961	A	0.919434
1562327_at	10.45487	A	0.780518
1562329_at	1.32673	A	0.932373
1562330_s_at	33.75773	A	0.633789
1562332_at	47.94119	A	0.246094
1562336_at	72.15392	A	0.466064
1562337_at	9.22257	A	0.334473
1562338_at	55.9286	A	0.0805664
1562341_at	24.70701	A	0.366211
1562342_at	88.04695	A	0.366211
1562346_at	128.0273	A	0.432373
1562348_at	61.41372	A	0.334473
1562349_at	26.67259	A	0.366211
1562351_at	61.18352	A	0.601074
1562352_at	45.27444	A	0.246094
1562353_x_at	60.54385	A	0.149658
1562358_at	27.71236	A	0.567627
1562364_at	22.67915	A	0.366211
1562365_at	17.57244	A	0.533936
1562367_at	9.338753	A	0.6577148
1562368_at	91.73202	A	0.246094
1562371_s_at	25.56942	A	0.466064
1562372_at	62.97307	A	0.219482
1562373_at	7.569949	A	0.904785
1562378_s_at	274.681	A	0.171387
1562380_at	33.07527	A	0.149658
1562381_at	2.47053	A	0.5922852
1562383_at	72.37711	A	0.303711
1562384_at	91.08175	A	0.246094
1562387_at	3.180307	A	0.888428
1562388_at	143.5059	P	0.00415039
1562389_at	2.367874	A	0.870361
1562390_at	7.087224	A	0.870361
1562391_at	75.50193	A	0.0805664
1562392_at	9.952346	A	0.696289
1562396_at	3.499673	A	0.7541504
1562398_at	52.71922	A	0.0805664
1562399_at	61.6899	A	0.398926
1562400_at	4.790501	A	0.633789
1566152_a_at	26.54222	A	0.3581543
1562406_at	8.43737	A	0.633789
1562408_at	132.1608	A	0.219482
1562409_s_at	103.2819	A	0.246094
1562411_at	183.6385	P	0.0239258
1562412_at	34.3802	A	0.398926
1562413_at	9.424932	A	0.601074
1562414_at	10.59188	A	0.72583
1562416_at	81.64841	A	0.366211
1562418_at	7.862917	A	0.780518
1562420_at	28.19344	A	0.27417
1562424_at	13.80372	A	0.696289
1562425_at	6.746066	A	0.989258
1562426_a_at	124.5437	A	0.19458
1562428_at	21.27795	A	0.466064
1562431_x_at	2.148399	A	0.7470703
1562432_at	53.90484	A	0.2131348
1562433_at	124.8862	A	0.171387
1562434_at	112.9057	A	0.246094
1562436_at	10.2057	A	0.98584
1562439_at	92.00526	A	0.0805664
1562440_at	141.2281	P	0.0185547
1562442_a_at	265.537	P	0.0141602
1562443_at	33.67699	A	0.533936
1562446_at	10.42522	A	0.753906
1562447_a_at	10.82981	A	0.870361
1562449_s_at	57.22993	A	0.633789
1562453_at	75.63917	A	0.27417
1562454_at	47.23338	A	0.111572
1562455_at	113.0674	A	0.149658
1562456_at	30.37319	A	0.567627
1562457_at	6.690783	A	0.888428
1562458_at	11.72227	A	0.780518
1562459_at	8.733572	A	0.3901367
1562460_at	289.5511	A	0.334473
1562462_at	77.06365	A	0.601074
1562463_at	28.96557	A	0.334473
1562464_at	9.587459	A	0.780518
1562467_at	94.9118	P	0.0107422
1562468_at	76.74393	A	0.398926
1562469_at	16.38623	A	0.870361
1562470_at	27.18316	A	0.334473
1562472_at	21.57097	A	0.72583
1562473_at	35.89478	A	0.303711
1562474_at	71.36633	P	0.0461426
1562475_at	47.52947	A	0.111572
1562476_at	146.6728	A	0.111572
1562477_at	10.81454	A	0.432373
1562478_at	11.68582	A	0.981445
1562480_at	2.603287	A	0.976074
1562481_at	39.59355	A	0.1447754
1562482_at	10.56855	A	0.870361
1562484_at	2.696998	A	0.870361
1562487_at	63.60777	A	0.533936
1562488_at	70.17484	A	0.432373
1562490_at	7.467854	A	0.780518
1562491_at	18.66907	A	0.432373
1562492_at	4.85478	A	0.904785
1562495_at	15.605	A	0.904785
1562496_at	44.27681	A	0.149658
1562497_at	92.84873	A	0.067627
1562499_at	75.15471	A	0.27417
1562501_at	5.530079	A	0.943848
1562502_at	35.67229	P	0.0302734
1562505_at	58.57486	A	0.246094
1562507_at	12.78064	A	0.696289
1562509_at	52.08327	A	0.219482
1562510_at	27.89555	A	0.80542
1562511_at	37.4389	A	0.4916992
1562512_at	21.62472	A	0.601074
1562514_at	20.19531	A	0.366211
1562516_at	43.97358	A	0.398926
1562520_at	3.893116	A	0.780518
1562523_at	20.87358	A	0.633789
1562524_at	65.48086	A	0.432373
1562527_at	36.39095	A	0.398926
1562528_at	152.8594	P	0.00292969
1562529_s_at	610.4046	P	0.00195313
1562532_at	11.67107	A	0.601074
1562606_a_at	9.777473	A	0.72583
1562537_at	98.59562	A	0.19458
1562540_at	118.6037	A	0.601074
1562541_at	14.39323	A	0.780518
1562543_at	7.026959	A	0.80542
1562544_at	70.88853	A	0.303711
1562546_at	58.57029	A	0.171387
1562549_at	145.1774	A	0.303711
1562550_at	73.57238	A	0.1887207
1562553_at	1.365438	A	0.9885254
1562557_at	22.25669	A	0.633789
1562558_at	5.294302	A	0.870361
1562559_at	55.3517	A	0.72583
1562562_at	62.40615	A	0.27417
1562563_at	24.51129	A	0.696289
1562566_at	29.99313	A	0.246094
1562568_at	6.212258	A	0.953857
1562572_at	119.3921	P	0.0107422
1562573_at	12.01403	A	0.7995605
1562576_at	24.1075	A	0.533936
1562577_at	271.1356	A	0.3581543
1562579_at	40.134	A	0.432373
1562581_at	119.4108	A	0.303711
1562582_at	5.467913	A	0.850342
1562583_s_at	19.40394	A	0.432373
1562585_at	36.97277	A	0.567627
1562586_at	21.20769	A	0.870361
1562587_at	5.487012	A	0.80542
1562588_at	8.238491	A	0.753906
1562589_at	36.61195	A	0.5
1562590_at	99.48248	A	0.129639
1562591_a_at	100.6701	A	0.246094
1562595_at	7.39355	A	0.633789
1562596_at	6.919887	A	0.870361
1562597_at	66.88593	A	0.3911133
1562598_at	8.089324	A	0.665527
1562600_at	12.16341	A	0.753906
1562601_at	14.29831	A	0.633789
1562603_at	63.97885	A	0.567627
1562604_at	11.04422	A	0.567627
1562607_at	59.2231	A	0.2131348
1562608_at	2.328308	A	0.850342
1562610_at	45.91366	A	0.27417
1562611_at	40.34765	A	0.466064
1562612_at	154.6818	P	0.00415039
1562613_at	5.775597	A	0.80542
1562616_at	6.071754	A	0.533936
1562617_at	34.14072	A	0.533936
1562619_at	158.6073	P	0.0239258
1562621_at	64.15251	A	0.303711
1562623_at	9.473166	A	0.850342
1562624_at	51.71	A	0.601074
1562625_at	52.79016	A	0.398926
1562627_at	15.6161	A	0.9606934
1562628_at	23.43894	A	0.303711
1562629_a_at	7.081663	A	0.870361
1562630_at	20.16979	A	0.828613
1562631_at	42.14703	A	0.533936
1562632_at	125.431	A	0.246094
1562633_at	7.253751	A	0.976074
1562634_at	8.694818	A	0.780518
1562637_at	19.75914	A	0.567627
1562638_at	94.35149	A	0.303711
1562639_at	62.84356	A	0.665527
1562640_at	11.05799	A	0.696289
1562641_at	68.69678	A	0.398926
1562642_at	31.70702	A	0.303711
1562643_at	58.72292	A	0.366211
1562644_at	67.13525	A	0.19458
1562645_at	14.96048	A	0.665527
1562648_at	112.3929	P	0.0239258
1562650_at	45.41684	A	0.665527
1562651_at	24.06503	A	0.850342
1562653_at	45.99037	A	0.246094
1562655_at	93.51729	P	0.0239258
1562656_at	3.946171	A	0.932373
1562657_a_at	130.8265	A	0.149658
1562659_at	7.488796	A	0.953857
1562661_at	13.71823	A	0.850342
1562664_at	84.23387	P	0.00805664
1562665_at	64.17465	A	0.366211
1562669_at	10.4605	A	0.904785
1562670_at	17.48485	A	0.533936
1562671_s_at	17.0751	A	0.665527
1562673_at	151.3495	P	0.00415039
1562674_at	112.2885	A	0.19458
1562675_at	55.20966	A	0.696289
1562677_at	2.451735	A	0.9968262
1562678_at	16.96942	A	0.696289
1562681_at	129.0051	P	0.0375977
1562682_at	111.6739	A	0.366211
1562683_a_at	55.49317	A	0.366211
1562684_at	6.111136	A	0.72583
1562686_at	73.33049	A	0.129639
1562687_x_at	8.301825	A	0.696289
1562688_at	17.92219	A	0.6010742
1562689_at	96.39117	A	0.303711
1562690_at	13.52497	A	0.80542
1562691_at	29.02887	A	0.633789
1562693_at	6.291411	A	0.870361
1562694_at	74.72897	A	0.366211
1562695_at	134.059	A	0.19458
1562696_at	5.342933	A	0.753906
1562697_at	220.4947	A	0.27417
1562698_x_at	110.9645	A	0.432373
1562699_at	26.96717	A	0.533936
1562701_at	6.280648	A	0.533936
1562703_at	22.54849	A	0.633789
1562710_at	3.223372	A	0.870361
1562712_at	102.9161	M	0.0561523
1562713_a_at	13.29903	A	0.633789
1562715_at	9.169724	A	0.753906
1562716_at	83.2487	P	0.0375977
1562717_at	37.90262	A	0.5
1562718_at	111.1892	A	0.303711
1562719_at	187.5263	P	0.00195313
1562720_at	47.18834	A	0.533936
1562722_at	77.83519	P	0.0239258
1562723_at	243.2609	P	0.0185547
1562724_at	17.78961	A	0.780518
1562727_at	42.37362	A	0.366211
1562728_at	229.8807	P	0.0239258
1562729_at	14.88535	A	0.943848
1562730_a_at	6.734826	A	0.870361
1562731_s_at	206.2247	P	0.0461426
1562732_at	6.922808	A	0.870361
1562733_at	91.61514	A	0.246094
1562736_at	66.66781	A	0.171387
1562737_at	28.69924	A	0.366211
1562739_at	96.05161	A	0.334473
1562740_at	11.32267	A	0.953857
1562741_at	62.77719	A	0.466064
1562742_at	87.87445	P	0.0239258
1562743_at	123.1902	A	0.067627
1562745_at	17.28366	A	0.943848
1562747_at	6.192285	A	0.696289
1562748_at	126.638	A	0.111572
1562749_at	7.213638	A	0.919434
1562750_at	6.862555	A	0.696289
1562751_at	9.519389	A	0.919434
1562752_at	9.016447	A	0.753906
1562753_at	95.40305	P	0.0239258
1562754_at	45.32243	A	0.601074
1562755_at	53.22757	P	0.0375977
1562759_at	12.46232	A	0.6574707
1562760_at	14.80356	A	0.870361
1562761_at	120.3514	M	0.0561523
1562762_at	16.50775	A	0.753906
1562764_at	204.4702	A	0.19458
1562765_at	14.6608	A	0.850342
1562766_at	4.436377	A	0.953857
1562770_at	37.52437	A	0.432373
1562771_at	239.5034	P	0.00292969
1562775_at	97.03759	P	0.00195313
1562776_at	31.5913	A	0.303711
1562777_at	60.73514	A	0.171387
1562778_at	17.38584	A	0.665527
1562780_at	31.54978	A	0.390625
1562783_at	32.2749	A	0.5927734
1562785_at	101.3021	A	0.149658
1562786_at	9.453048	A	0.633789
1562787_at	19.4205	A	0.72583
1562788_at	15.41899	A	0.850342
1562789_at	39.91793	A	0.432373
1562790_at	12.84565	A	0.80542
1562791_at	10.47663	A	0.953857
1562792_at	202.4904	P	0.0375977
1562793_at	15.28432	A	0.567627
1562794_at	139.0452	P	0.0375977
1562797_at	153.5807	A	0.366211
1562799_at	28.924	A	0.567627
1562800_at	17.13131	A	0.696289
1562801_at	23.27753	A	0.303711
1562802_at	69.1076	A	0.366211
1562803_at	2.681536	A	0.696289
1562805_at	16.70873	A	0.904785
1562810_at	142.6422	A	0.633789
1562811_at	5.778425	A	0.98584
1562812_at	23.59262	A	0.5
1562815_at	3.584544	A	0.665527
1562817_at	13.07012	A	0.696289
1562818_at	27.85618	A	0.850342
1562820_at	6.971951	A	0.633789
1562822_at	6.838245	A	0.72583
1562823_at	23.42725	A	0.366211
1562825_at	23.41217	A	0.5
1562826_at	33.31034	A	0.696289
1562827_at	14.83513	A	0.219482
1562828_at	44.49071	A	0.303711
1562829_at	6.501208	A	0.828613
1562830_at	58.93038	A	0.0952148
1562831_a_at	150.3536	P	0.0107422
1562832_at	26.62821	A	0.601074
1562834_at	21.75633	A	0.72583
1562835_at	44.01484	A	0.334473
1562836_at	103.3998	A	0.27417
1562839_at	26.1986	A	0.665527
1562841_at	29.49612	A	0.633789
1562844_at	56.13046	A	0.432373
1562845_at	16.67889	A	0.780518
1562847_at	12.64267	A	0.303711
1562848_at	172.836	A	0.111572
1562849_at	216.7579	A	0.0805664
1562850_at	7.709692	A	0.3571777
1562852_at	30.45567	A	0.533936
1562853_x_at	15.11296	A	0.665527
1562854_at	8.969933	A	0.72583
1562856_at	14.4927	A	0.696289
1562857_at	12.61785	A	0.665527
1562860_at	30.69202	A	0.533936
1562861_at	313.2858	P	0.0302734
1562862_at	148.4728	M	0.0561523
1562863_at	22.97334	A	0.665527
1562864_at	9.592871	A	0.98584
1562865_at	10.09155	A	0.932373
1562866_at	71.81585	A	0.19458
1562869_at	152.0514	A	0.171387
1562870_at	34.11127	A	0.567627
1562871_at	31.18934	A	0.432373
1562873_at	10.3501	A	0.696289
1562876_s_at	3.678079	A	0.601074
1562878_at	109.708	A	0.0805664
1562879_at	10.05162	A	0.6884766
1562880_at	38.82747	A	0.27417
1562885_at	9.037605	A	0.665527
1562886_at	2.101069	A	0.780518
1562888_at	126.9928	P	0.0375977
1562890_at	82.27213	A	0.533936
1562891_at	95.84845	A	0.303711
1562892_at	142.28	A	0.246094
1562893_at	62.62014	A	0.129639
1562894_at	7.893982	A	0.533936
1562895_at	34.93995	A	0.780518
1562896_at	219.7426	A	0.432373
1562898_at	46.45319	A	0.398926
1562899_at	44.83809	A	0.665527
1562901_at	35.48933	A	0.466064
1562902_at	25.24047	A	0.696289
1562903_at	50.50219	A	0.219482
1562904_s_at	4.433571	A	0.976074
1562905_at	45.31077	A	0.366211
1562906_at	6.666333	A	0.904785
1562907_at	88.23006	A	0.27417
1562908_at	131.6914	P	0.0375977
1562909_at	16.06576	A	0.601074
1562910_at	26.88848	A	0.780518
1562915_at	379.0282	P	0.0375977
1562916_at	57.34227	A	0.111572
1562918_at	88.9605	P	0.03662109
1562919_at	92.38693	A	0.5
1562920_at	75.22691	A	0.219482
1562921_at	96.802	P	0.000244141
1562922_at	4.115196	A	0.870361
1562923_at	8.105187	A	0.780518
1562924_at	117.0545	A	0.432373
1562925_at	117.521	P	0.0375977
1562926_at	20.44224	A	0.633789
1562927_at	23.29157	A	0.466064
1562928_at	14.84074	A	0.567627
1562930_at	23.81611	A	0.567627
1562932_at	26.36803	A	0.432373
1562933_at	96.84341	A	0.432373
1562934_at	21.83668	A	0.466064
1562935_at	72.25997	P	0.0375977
1562937_at	67.32047	A	0.533936
1562938_at	156.3116	P	0.0461426
1562939_at	24.79011	A	0.533936
1562940_at	93.45631	P	0.0302734
1562941_at	58.62997	A	0.27417
1562942_at	95.88686	A	0.149658
1562943_at	81.58331	A	0.19458
1562944_at	43.89596	A	0.753906
1562945_at	20.62652	A	0.246094
1562946_at	106.3891	A	0.149658
1562947_x_at	25.01719	A	0.466064
1562948_at	133.9565	P	0.0375977
1562949_at	3.473136	A	0.904785
1562950_at	77.65594	A	0.246094
1562955_at	126.8674	P	0.0375977
1562957_at	78.79145	A	0.303711
1562960_at	84.31463	A	0.149658
1562961_at	2.27851	A	0.932373
1562962_at	11.61689	A	0.80542
1562965_at	15.40876	A	0.780518
1562966_at	311.6075	P	0.00292969
1569034_a_at	16.7585	A	0.943848
1562969_at	79.44587	A	0.246094
1562970_at	74.08977	A	0.246094
1562972_at	8.49033	A	0.633789
1562973_at	31.19331	A	0.780518
1562974_at	111.4383	A	0.149658
1562976_at	62.82931	A	0.5
1562979_at	458.5116	P	0.0302734
1562981_at	82.28365	A	0.398926
1562982_at	3.158221	A	0.976074
1562983_at	79.23664	A	0.0805664
1562984_at	127.4692	P	0.00195313
1562988_at	21.06724	A	0.6884766
1562989_at	20.51263	A	0.533936
1562990_at	1.697455	A	0.976074
1562991_at	4.442238	A	0.780518
1562992_at	0.9435223	A	0.981445
1562996_at	26.98754	A	0.27417
1562997_a_at	90.92569	A	0.067627
1562998_at	27.32414	A	0.432373
1562999_x_at	47.38099	P	0.0141602
1563000_at	30.26383	A	0.398926
1563001_at	27.18794	A	0.366211
1563002_at	35.93982	A	0.398926
1563003_at	85.63926	A	0.334473
1563005_at	33.9112	A	0.567627
1563007_at	12.5905	A	0.567627
1563008_at	6.259717	A	0.753906
1563009_at	26.57477	A	0.780518
1563010_at	12.92883	A	0.780518
1563012_x_at	169.4484	P	0.00585938
1563013_at	20.68537	A	0.780518
1563014_at	17.91133	A	0.5
1563015_at	67.10708	A	0.171387
1563016_at	2.927906	A	0.943848
1563018_at	27.58452	A	0.753906
1563019_at	89.60442	A	0.533936
1563022_at	13.79216	A	0.601074
1563023_at	21.20755	A	0.567627
1563026_at	18.93854	A	0.5256348
