ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
202553_s_at	3079.251	P	0.0012207
202554_s_at	981.1858	P	0.00585938
202555_s_at	2369.617	P	0.0012207
202556_s_at	594.7876	P	0.00585938
202557_at	12423.48	P	0.000244141
202558_s_at	7707.121	P	0.000244141
202559_x_at	2180.064	A	0.067627
202560_s_at	1730.456	P	0.000244141
202561_at	352.0253	P	0.000244141
202562_s_at	1984.812	P	0.000244141
202563_at	42.64455	A	0.129639
202564_x_at	1203.829	P	0.00805664
202565_s_at	111.0395	P	0.0239258
202566_s_at	25.90331	A	0.72583
202567_at	5101.474	P	0.00585938
202568_s_at	1276.333	P	0.000732422
202569_s_at	764.8019	P	0.0012207
202570_s_at	292.3137	A	0.0952148
202571_s_at	72.09427	A	0.5
202572_s_at	323.1278	P	0.000732422
202573_at	1546.071	P	0.00415039
202574_s_at	454.1877	A	0.149658
202575_at	323.505	A	0.246094
202576_s_at	577.5472	P	0.0375977
202577_s_at	870.2775	P	0.00415039
202578_s_at	681.5257	P	0.00585938
202579_x_at	9631.245	P	0.000244141
202580_x_at	22.83542	A	0.665527
202581_at	705.6796	P	0.000244141
202582_s_at	5964.582	P	0.000244141
202583_s_at	1259.251	P	0.000732422
202584_at	2760.606	P	0.0012207
202585_s_at	1075.525	M	0.0561523
202586_at	268.0964	A	0.171387
202587_s_at	492.225	P	0.0239258
202588_at	84.24403	A	0.72583
202589_at	2052.413	P	0.000244141
202590_s_at	489.2127	A	0.171387
202591_s_at	6352.625	P	0.000244141
202592_at	1156.641	P	0.0375977
202593_s_at	1161.32	P	0.000244141
202594_at	545.0278	P	0.000244141
202595_s_at	2263.523	P	0.000244141
202596_at	3801.003	P	0.00195313
202597_at	35.63511	A	0.888428
202598_at	577.8734	P	0.0302734
202599_s_at	176.0253	P	0.00415039
202600_s_at	83.67452	P	0.00585938
202601_s_at	330.3483	P	0.0375977
202602_s_at	2098.746	P	0.000732422
202603_at	7621.978	P	0.000244141
202604_x_at	1181.624	P	0.000244141
202605_at	5284.025	P	0.000244141
202606_s_at	2816.077	P	0.000244141
202607_at	286.2549	A	0.149658
202608_s_at	19.53481	A	0.828613
202609_at	59.42274	A	0.27417
202610_s_at	600.7422	P	0.000732422
202611_s_at	413.0847	P	0.000732422
202612_s_at	68.33739	A	0.334473
202613_at	517.111	P	0.00195313
202614_at	3519.21	P	0.000244141
202615_at	114.3382	A	0.19458
202616_s_at	189.3658	A	0.067627
202617_s_at	154.7324	A	0.246094
202618_s_at	1063.148	A	0.067627
202619_s_at	364.9148	P	0.000244141
202620_s_at	2199.349	P	0.000244141
202621_at	1796.14	P	0.000244141
202622_s_at	458.3436	P	0.0461426
202623_at	2448.105	P	0.000732422
202624_s_at	404.3541	A	0.19458
202625_at	1136.941	P	0.000244141
202626_s_at	1604.712	P	0.00415039
202627_s_at	15.54522	A	0.850342
202628_s_at	35.79051	A	0.828613
202629_at	1039.031	P	0.000732422
202630_at	646.8724	P	0.000244141
202631_s_at	496.0005	P	0.000732422
202632_at	1035.44	M	0.0561523
202633_at	2097.988	P	0.000244141
202634_at	2933.405	P	0.000244141
202635_s_at	6360.899	P	0.000244141
202636_at	3739.654	P	0.000244141
202637_s_at	899.069	P	0.0185547
202638_s_at	396.3722	A	0.0805664
202639_s_at	735.6986	A	0.0805664
202640_s_at	700.3477	P	0.0239258
202641_at	928.8199	P	0.000244141
202642_s_at	1256.573	P	0.0012207
202643_s_at	2185.234	P	0.000244141
202644_s_at	5703.561	P	0.000244141
202645_s_at	842.9033	P	0.000244141
202646_s_at	9084.217	P	0.000732422
202647_s_at	809.7806	P	0.000244141
202648_at	924.6136	P	0.00195313
202649_x_at	83969.49	P	0.000244141
202650_s_at	615.2841	P	0.00805664
202651_at	67.00699	A	0.0805664
202652_at	22.79178	A	0.888428
202653_s_at	3875.489	P	0.000244141
202654_x_at	1088.494	P	0.000244141
202655_at	7747.725	P	0.00292969
202656_s_at	1691.748	P	0.000244141
202657_s_at	1237.266	P	0.000732422
202658_at	2041.602	P	0.000244141
202659_at	2862.923	P	0.000244141
202660_at	1266.493	P	0.000244141
202661_at	204.9904	A	0.149658
202662_s_at	713.0554	P	0.00415039
202663_at	1417.298	P	0.000244141
202664_at	7043.441	P	0.000244141
202665_s_at	1346.167	P	0.000244141
202666_s_at	3167.301	P	0.000732422
202667_s_at	913.1458	P	0.00805664
202668_at	66.61451	A	0.246094
202669_s_at	36.60176	A	0.466064
202670_at	1523.937	P	0.000244141
202671_s_at	3089.916	P	0.000244141
202672_s_at	3159.727	P	0.000732422
202673_at	5878.973	P	0.000732422
202674_s_at	4.915606	A	0.850342
202675_at	1671.067	P	0.000244141
202676_x_at	1616.032	P	0.00585938
202677_at	6783.079	P	0.000244141
202678_at	5665.93	P	0.000244141
202679_at	278.7725	P	0.0012207
202680_at	1471.278	P	0.000732422
202681_at	1155.284	P	0.0107422
202682_s_at	3470.756	P	0.000244141
202683_s_at	892.2656	P	0.0012207
202684_s_at	154.0669	P	0.0239258
202685_s_at	11.4153	A	0.99707
202686_s_at	16.07994	A	0.870361
202687_s_at	16012.87	P	0.000244141
202688_at	33049.92	P	0.000244141
202689_at	696.6423	P	0.00195313
202690_s_at	3756.342	P	0.000732422
202691_at	711.9222	P	0.00195313
202692_s_at	632.1735	P	0.00195313
202693_s_at	3184.24	P	0.000244141
202694_at	124.619	A	0.149658
202695_s_at	516.5103	P	0.00292969
202696_at	1151.809	P	0.000732422
202697_at	1857.308	P	0.00292969
202698_x_at	16599.63	P	0.000244141
202699_s_at	269.9431	A	0.246094
202700_s_at	263.2491	P	0.0302734
202701_at	34.06694	A	0.696289
202702_at	717.467	P	0.000732422
202703_at	2673.785	P	0.000732422
202704_at	1754.031	P	0.000244141
202705_at	376.0103	P	0.000244141
202706_s_at	911.5142	P	0.0012207
202707_at	116.8293	A	0.219482
202708_s_at	9913.7	P	0.000244141
202709_at	332.3243	P	0.00415039
202710_at	3974.863	P	0.000244141
202711_at	12.74287	A	0.696289
202712_s_at	70.46896	A	0.366211
202713_s_at	1136.96	P	0.000244141
202714_s_at	187.3064	A	0.111572
202715_at	636.2152	P	0.0141602
202716_at	976.3911	P	0.000732422
202717_s_at	2581.357	P	0.000244141
202718_at	10.40804	A	0.943848
202719_s_at	1441.752	P	0.000244141
202720_at	5204.88	P	0.000244141
202721_s_at	367.3642	P	0.0375977
202722_s_at	2151.301	P	0.000244141
202723_s_at	1003.718	P	0.00805664
202724_s_at	561.2166	P	0.000244141
202725_at	818.1918	P	0.00805664
202726_at	51.1148	A	0.567627
202727_s_at	7548.317	P	0.000732422
202728_s_at	407.093	A	0.0952148
202729_s_at	900.13	P	0.000244141
202730_s_at	818.1685	P	0.000732422
202731_at	1306.351	P	0.000732422
202732_at	18.96195	A	0.72583
202733_at	792.0674	P	0.0141602
202734_at	299.6454	P	0.00292969
202735_at	463.0969	P	0.00805664
202736_s_at	1014.075	P	0.000732422
202737_s_at	1766.318	P	0.000732422
202738_s_at	1054.795	P	0.000244141
202739_s_at	712.1498	P	0.000244141
202740_at	652.8176	P	0.000244141
202741_at	4868.489	P	0.000244141
202742_s_at	826.0923	P	0.000244141
202743_at	835.5294	P	0.00292969
202744_at	195.6483	A	0.149658
202745_at	1342.184	P	0.00195313
202746_at	5319.175	P	0.000244141
202747_s_at	4424.723	P	0.000244141
202748_at	536.6027	P	0.0107422
202749_at	971.915	P	0.000244141
202750_s_at	1066.695	P	0.00415039
202751_at	104.9453	A	0.334473
202752_x_at	31.84329	A	0.601074
202753_at	6589.649	P	0.000244141
202754_at	2889.319	P	0.000244141
202755_s_at	104.8357	A	0.432373
202756_s_at	29.31058	A	0.696289
202757_at	1799.173	P	0.000244141
202758_s_at	1279.477	P	0.000732422
202759_s_at	21107.48	P	0.000244141
202760_s_at	21938.75	P	0.000244141
202761_s_at	613.6099	P	0.000244141
202762_at	706.9907	P	0.00805664
202763_at	3827.824	P	0.00195313
202764_at	377.4403	P	0.0185547
202765_s_at	24.92283	A	0.633789
202766_s_at	280.5739	P	0.0239258
202767_at	1656.411	P	0.000244141
202768_at	6510.612	P	0.000244141
202769_at	1735.765	P	0.000732422
202770_s_at	516.513	P	0.000732422
202771_at	1674.062	P	0.000244141
202772_at	724.3882	P	0.0461426
202773_s_at	249.2579	P	0.0375977
202774_s_at	521.0197	P	0.00805664
202775_s_at	671.9952	P	0.001953125
202776_at	3081.819	P	0.000244141
202777_at	1161.747	P	0.000244141
202778_s_at	2160.025	P	0.000244141
202779_s_at	1254.418	P	0.0012207
202780_at	2024.633	P	0.000244141
202781_s_at	463.7483	P	0.00195313
202782_s_at	477.9656	P	0.0461426
202783_at	1268.71	P	0.000732422
202784_s_at	434.9137	P	0.0461426
202785_at	1841.041	P	0.00415039
202786_at	661.7736	P	0.000244141
202787_s_at	222.214	P	0.0239258
202788_at	179.1987	A	0.633789
202789_at	806.5142	M	0.0561523
202790_at	51.8287	A	0.567627
202791_s_at	1065.904	P	0.00805664
202792_s_at	256.6453	P	0.0461426
202793_at	163.008	A	0.5
202794_at	1931.693	P	0.000244141
202795_x_at	864.0623	P	0.0107422
202796_at	110.5742	A	0.567627
202797_at	3662.413	P	0.000244141
202798_at	2156.246	P	0.000244141
202799_at	1808.61	P	0.00292969
202800_at	22.14133	A	0.828613
202801_at	380.6742	P	0.0185547
202802_at	1938.832	P	0.000244141
202803_s_at	253.0473	M	0.0561523
202804_at	742.8276	P	0.000732422
202805_s_at	244.7953	A	0.0952148
202806_at	965.3886	P	0.00415039
202807_s_at	38.90366	A	0.303711
202808_at	1067.743	P	0.00195313
202809_s_at	517.427	P	0.00585938
202810_at	2665.545	P	0.000244141
202811_at	2501.448	P	0.000244141
202812_at	512.8846	P	0.0141602
202813_at	521.1707	P	0.0239258
202814_s_at	1730.08	P	0.000732422
202815_s_at	458.6359	P	0.00415039
202816_s_at	1324.007	P	0.000244141
202817_s_at	1154.939	P	0.000244141
202818_s_at	586.7758	P	0.00292969
202819_s_at	517.8699	P	0.0461426
202820_at	22.80241	A	0.466064
202821_s_at	107.5946	A	0.366211
202822_at	626.497	P	0.00585938
202823_at	846.7906	P	0.000244141
202824_s_at	5467.442	P	0.000244141
202825_at	1706.738	P	0.00195313
202826_at	153.4837	A	0.5
202827_s_at	51.37754	A	0.780518
202828_s_at	33.67824	A	0.696289
202829_s_at	5390.169	P	0.000244141
202830_s_at	383.3382	A	0.171387
202831_at	255.7407	A	0.171387
202832_at	2093.927	P	0.00805664
202833_s_at	168.6126	M	0.0561523
202834_at	112.7983	A	0.0805664
202835_at	95.75861	A	0.334473
202836_s_at	8138.722	P	0.000244141
202837_at	304.7153	P	0.0012207
202838_at	2786.21	P	0.000244141
202839_s_at	1762.964	P	0.00585938
202840_at	390.1485	P	0.00805664
202841_x_at	373.8707	P	0.0461426
202842_s_at	38223.57	P	0.000244141
202843_at	6302.37	P	0.000244141
202844_s_at	861.7016	P	0.00585938
202845_s_at	1870.63	P	0.000732422
202846_s_at	1704.527	P	0.000732422
202847_at	946.0763	P	0.000732422
202848_s_at	1520.116	P	0.000244141
202849_x_at	2269.393	P	0.0185547
202850_at	954.7736	P	0.000244141
202851_at	186.8056	A	0.601074
202852_s_at	692.1277	P	0.000732422
202853_s_at	1368.171	P	0.000244141
202854_at	1982.596	P	0.000244141
202855_s_at	31.60574	A	0.665527
202856_s_at	169.3811	A	0.171387
202857_at	9289.219	P	0.000244141
202858_at	6953.255	P	0.000244141
202859_x_at	518.0817	P	0.000732422
202860_at	1008.261	P	0.000244141
202861_at	238.3956	A	0.334473
202862_at	553.2068	P	0.0012207
202863_at	6113.456	P	0.000244141
202864_s_at	3737.921	P	0.0012207
202865_at	205.1355	P	0.0185547
202866_at	1102.712	P	0.0107422
202867_s_at	1818.21	P	0.000732422
202868_s_at	5166.812	P	0.000244141
202869_at	6758.734	P	0.000244141
202870_s_at	131.5501	P	0.0141602
202871_at	71.54074	A	0.246094
202872_at	969.9962	P	0.000244141
202873_at	77.78705	A	0.432373
202874_s_at	1038.479	P	0.000732422
202875_s_at	599.6799	P	0.000732422
202876_s_at	587.8339	P	0.0141602
202877_s_at	31.77074	A	0.567627
202878_s_at	89.0574	A	0.111572
202879_s_at	51.78302	A	0.696289
202880_s_at	825.8436	P	0.00195313
202881_x_at	148.3383	A	0.129639
202882_x_at	10910.13	P	0.000244141
202883_s_at	740.9452	P	0.0461426
202884_s_at	812.6356	P	0.0185547
202885_s_at	54.44474	A	0.334473
202886_s_at	807.4136	P	0.000732422
202887_s_at	6388.433	P	0.000732422
202888_s_at	66.60207	A	0.171387
202889_x_at	15.56849	A	0.888428
202890_at	142.5775	A	0.111572
202891_at	1102.131	P	0.000244141
202892_at	1426.23	P	0.000244141
202893_at	5702.49	P	0.000244141
202894_at	271.0798	A	0.398926
202895_s_at	103.8752	M	0.0561523
202896_s_at	53.26294	A	0.567627
202897_at	14.09767	A	0.80542
202898_at	25.69724	A	0.850342
202899_s_at	3911.658	P	0.000244141
2028_s_at	129.3099	A	0.162935
202900_s_at	2071.105	P	0.000244141
202901_x_at	2265.622	P	0.000244141
202902_s_at	6211.999	P	0.000244141
202903_at	630.5322	P	0.00585938
202904_s_at	495.6522	P	0.000244141
202905_x_at	3021.837	P	0.000244141
202906_s_at	2039.75	P	0.000732422
202907_s_at	2977.25	P	0.000244141
202908_at	1907.288	P	0.000244141
202909_at	4094.666	P	0.000244141
202910_s_at	593.0242	P	0.00585938
202911_at	1561.008	P	0.0012207
202912_at	21977.05	P	0.000732422
202913_at	326.0756	A	0.219482
202914_s_at	93.55141	A	0.246094
202915_s_at	193.2503	P	0.0375977
202916_s_at	72.89367	A	0.171387
202917_s_at	11340.15	P	0.000244141
202918_s_at	2876.815	P	0.000244141
202919_at	1287.35	P	0.00585938
202920_at	32.06681	A	0.5
202921_s_at	5.139346	A	0.981445
202922_at	696.0831	P	0.000732422
202923_s_at	1004.044	P	0.0185547
202924_s_at	214.381	P	0.0302734
202925_s_at	266.0627	P	0.0302734
202926_at	907.9688	P	0.00292969
202927_at	551.7858	P	0.0461426
202928_s_at	271.138	M	0.0561523
202929_s_at	1151.114	P	0.000244141
202930_s_at	2063.945	P	0.000244141
202931_x_at	220.2032	A	0.398926
202932_at	402.7589	P	0.000244141
202933_s_at	1139.056	P	0.00195313
202934_at	850.2387	P	0.00805664
202935_s_at	2.342366	A	0.991943
202936_s_at	35.52612	A	0.27417
202937_x_at	285.9988	A	0.149658
202938_x_at	134.9802	A	0.149658
202939_at	4981.802	P	0.000244141
202940_at	11.87466	A	0.870361
202941_at	4969.218	P	0.000244141
202942_at	848.3622	P	0.000244141
202943_s_at	540.3727	P	0.00195313
202944_at	56.58201	A	0.366211
202945_at	719.9438	P	0.0107422
202946_s_at	5710.155	P	0.000244141
202947_s_at	4252.781	P	0.00195313
202948_at	2.588207	A	0.828613
202949_s_at	113.0509	A	0.111572
202950_at	1784.057	P	0.000732422
202951_at	2012.583	P	0.00195313
202952_s_at	13.77024	A	0.601074
202953_at	50.13448	A	0.398926
202954_at	337.0721	P	0.00585938
202955_s_at	476.3154	P	0.0239258
202956_at	866.476	P	0.00195313
202957_at	8604.795	P	0.000244141
202958_at	454.6795	A	0.19458
202959_at	970.0161	P	0.000244141
202960_s_at	3053.733	P	0.00195313
202961_s_at	8491.989	P	0.00292969
202962_at	1371.143	M	0.0561523
202963_at	4670.406	P	0.000244141
202964_s_at	1054.376	P	0.00415039
202965_s_at	8.98979	A	0.9296875
202966_at	7.299087	A	0.753906
202967_at	311.6577	P	0.00195313
202968_s_at	107.9182	A	0.19458
202969_at	68.21558	A	0.366211
202970_at	25.35533	A	0.432373
202971_s_at	155.9933	M	0.0561523
202972_s_at	740.5353	P	0.00805664
202973_x_at	5201.33	P	0.000732422
202974_at	367.2085	P	0.0375977
202975_s_at	760.0723	P	0.000244141
202976_s_at	882.5074	P	0.000732422
202977_s_at	182.4512	A	0.129639
202978_s_at	2211.167	P	0.000732422
202979_s_at	1352.663	P	0.000244141
202980_s_at	19.7928	A	0.398926
202981_x_at	494.5594	P	0.000244141
202982_s_at	358.3047	P	0.0107422
202983_at	5105.998	P	0.000244141
202984_s_at	342.4352	P	0.00415039
202985_s_at	2019.917	P	0.000244141
202986_at	92.89148	A	0.466064
202987_at	70.92015	A	0.0952148
202988_s_at	21979.65	P	0.000244141
202989_at	77.31126	A	0.171387
202990_at	190.9511	M	0.0561523
202991_at	321.6912	P	0.0375977
202992_at	7.89463	A	0.828613
202993_at	515.3914	P	0.0107422
202994_s_at	32.09053	A	0.72583
202995_s_at	26.70398	A	0.27417
202996_at	1537.675	P	0.00585938
202997_s_at	20.42615	A	0.72583
202998_s_at	181.3642	P	0.00585938
202999_s_at	14.17369	A	0.962402
203000_at	10.32016	A	0.696289
203001_s_at	15.96726	A	0.780518
203002_at	116.6283	A	0.19458
203003_at	171.9901	P	0.00805664
203004_s_at	352.1277	P	0.0239258
203005_at	217.5779	A	0.149658
203006_at	596.2857	P	0.000244141
203007_x_at	2407.762	P	0.000732422
203008_x_at	3787.64	P	0.000244141
203009_at	123.9046	A	0.533936
203010_at	319.9214	A	0.067627
203011_at	2853.104	P	0.000732422
203012_x_at	65513.62	P	0.000244141
203013_at	531.679	P	0.0239258
203014_x_at	944.4753	P	0.000732422
203015_s_at	201.1675	P	0.0185547
203016_s_at	405.3783	P	0.000732422
203017_s_at	179.3833	P	0.0107422
203018_s_at	124.7294	A	0.0805664
203019_x_at	85.6659	A	0.129639
203020_at	4097.428	P	0.000244141
203021_at	20.9904	A	0.567627
203022_at	536.4271	P	0.000732422
203023_at	572.1885	P	0.000732422
203024_s_at	4997.892	P	0.00415039
203025_at	1672.659	P	0.0141602
203026_at	1073.198	P	0.000732422
203027_s_at	18.588	A	0.432373
203028_s_at	21379.42	P	0.000244141
203029_s_at	10.24531	A	0.953857
203030_s_at	7.554221	A	0.943848
203031_s_at	508.8127	P	0.000244141
203032_s_at	254.6981	P	0.0239258
203033_x_at	1964.808	P	0.00195313
203034_s_at	91997.42	P	0.000244141
203035_s_at	797.6426	P	0.00585938
203036_s_at	53.8039	A	0.601074
203037_s_at	42.67196	A	0.398926
203038_at	5279.796	P	0.000244141
203039_s_at	1436.224	P	0.000244141
203040_s_at	1145.309	P	0.000244141
203041_s_at	6417.039	P	0.000244141
203042_at	2880.31	P	0.000244141
203043_at	262.9377	A	0.246094
203044_at	15557.01	P	0.000244141
203045_at	489.8488	A	0.665527
203046_s_at	343.441	P	0.00195313
203047_at	703.6378	M	0.0561523
203048_s_at	2656.163	P	0.000244141
203049_s_at	6511.667	P	0.000244141
203050_at	833.4863	P	0.0185547
203051_at	125.3932	A	0.246094
203052_at	650.5298	P	0.0461426
203053_at	5244.278	P	0.000244141
203054_s_at	975.4015	P	0.0185547
203055_s_at	641.7313	M	0.0561523
203056_s_at	259.7738	A	0.067627
203057_s_at	1576.507	P	0.00195313
203058_s_at	383.1519	P	0.0012207
203059_s_at	375.0578	P	0.0375977
203060_s_at	1098.263	P	0.000244141
203061_s_at	198.5262	P	0.0012207
203062_s_at	987.5712	P	0.000244141
203063_at	237.9195	A	0.0805664
203064_s_at	449.4756	P	0.00415039
203065_s_at	857.5254	P	0.000244141
203066_at	8358.814	P	0.000244141
203067_at	1708.856	P	0.000244141
203068_at	305.4532	A	0.0805664
203069_at	76.80177	A	0.398926
203070_at	24.94892	A	0.696289
203071_at	15.81506	A	0.919434
203072_at	19.76463	A	0.696289
203073_at	1114.949	P	0.000244141
203074_at	139.9587	A	0.366211
203075_at	2042.22	P	0.000244141
203076_s_at	2083.083	P	0.00195313
203077_s_at	1131.168	P	0.000244141
203078_at	355.931	P	0.00805664
203079_s_at	1213.572	P	0.000244141
203080_s_at	1818.963	P	0.000244141
203081_at	110.8845	A	0.303711
203082_at	760.0563	P	0.000732422
203083_at	84.24829	A	0.27417
203084_at	52.03105	A	0.432373
203085_s_at	1273.41	P	0.000244141
203086_at	583.0129	M	0.0561523
203087_s_at	2126.065	P	0.000244141
203088_at	4.95321	A	0.953857
203089_s_at	1398.121	P	0.000244141
203090_at	1086.372	P	0.0107422
203091_at	811.9651	P	0.0185547
203092_at	450.5719	P	0.0141602
203093_s_at	331.2664	M	0.0561523
203094_at	678.062	P	0.00585938
203095_at	2170.785	P	0.000244141
203096_s_at	449.8125	P	0.007568359
203097_s_at	9845.154	P	0.000244141
203098_at	728.5469	P	0.000244141
203099_s_at	391.8403	A	0.0952148
203100_s_at	734.4059	P	0.00292969
203101_s_at	306.1626	A	0.111572
203102_s_at	15269.21	P	0.000244141
203103_s_at	1519.225	P	0.00585938
203104_at	178.6797	A	0.398926
203105_s_at	1020.082	P	0.000244141
203106_s_at	153.0204	P	0.000732422
203107_x_at	64030.13	P	0.000244141
203108_at	111.9296	A	0.398926
203109_at	1726.911	P	0.0012207
203110_at	1572.995	P	0.00415039
203111_s_at	66.80306	A	0.533936
203112_s_at	634.0729	P	0.0185547
203113_s_at	33388.02	P	0.000244141
203114_at	1617.77	A	0.067627
203115_at	166.3476	A	0.149658
203116_s_at	807.9993	M	0.0561523
203117_s_at	679.3377	P	0.000732422
203118_at	850.8285	M	0.0561523
203119_at	580.5276	P	0.0012207
203120_at	515.6414	P	0.00585938
203122_at	1053.341	A	0.067627
203123_s_at	464.8455	P	0.00805664
203124_s_at	777.9552	P	0.000244141
203125_x_at	243.1639	P	0.0302734
203126_at	36.67698	A	0.753906
203127_s_at	891.4807	P	0.00585938
203128_at	155.7525	A	0.633789
203129_s_at	13.17672	A	0.969727
203130_s_at	51.38382	A	0.850342
203131_at	6.180374	A	0.533936
203132_at	1333.469	P	0.0012207
203133_at	55145.99	P	0.000244141
203134_at	139.1354	A	0.171387
203135_at	504.1262	P	0.00195313
203136_at	9747.366	P	0.000244141
203137_at	5707.227	P	0.000244141
203138_at	3432.675	P	0.000244141
203139_at	1887.291	P	0.000732422
203140_at	110.1348	P	0.000732422
203141_s_at	294.4708	P	0.0375977
203142_s_at	1926.676	P	0.000732422
203143_s_at	1178.685	P	0.00195313
203144_s_at	582.8618	P	0.0375977
203145_at	316.1323	P	0.00415039
203146_s_at	19.0636	A	0.696289
203147_s_at	1270.361	P	0.000244141
203148_s_at	2795.466	P	0.000244141
203149_at	58.60465	A	0.696289
203150_at	1455.568	P	0.000244141
203151_at	47.50676	A	0.334473
203152_at	3420.446	P	0.000244141
203153_at	27316.31	P	0.000244141
203154_s_at	203.3743	A	0.334473
203155_at	688.1732	P	0.00415039
203156_at	2075.156	P	0.000732422
203157_s_at	758.5091	P	0.0012207
203158_s_at	396.2121	P	0.0302734
203159_at	2339.429	P	0.000244141
203160_s_at	515.6392	P	0.00415039
203161_s_at	42.16579	A	0.567627
203162_s_at	569.4481	P	0.0012207
203163_at	171.7737	M	0.0561523
203164_at	2854.51	P	0.000244141
203165_s_at	2274.525	P	0.000244141
203166_at	572.1568	P	0.000244141
203167_at	1078.376	P	0.00805664
203168_at	350.6866	A	0.246094
203169_at	485.4508	P	0.00805664
203170_at	9.814702	A	0.567627
203171_s_at	675.605	P	0.00585938
203172_at	109.9229	A	0.334473
203173_s_at	851.6376	P	0.00415039
203174_s_at	461.388	A	0.171387
203175_at	1756.949	P	0.0012207
203176_s_at	764.277	P	0.00585938
203177_x_at	1590.9	P	0.000244141
203178_at	257.7167	P	0.00415039
203179_at	1176.896	P	0.00585938
203180_at	20.77831	A	0.72583
203181_x_at	1071.841	P	0.00195313
203182_s_at	1167.64	P	0.0012207
203183_s_at	248.6347	P	0.0302734
203184_at	83.15635	A	0.171387
203185_at	389.9881	P	0.00195313
203186_s_at	186.2592	A	0.219482
203187_at	175.5278	A	0.171387
203188_at	1504.091	P	0.00415039
203189_s_at	1861.11	P	0.0012207
